Violentos;Alerta;Pob;Morad;Urbano;Ingreso;Pobreza;Cesantia;Divorcio;Hsol;Inmig;NIng;Sobrep;Area;Dens;Transp
2207;Bajo;13145;2,61;0;21515;20,75;9,29;12,99;9,25;0,2;0,44;4,25;7,6;1720,5;0,09
4922;Alto;17283;2,45;100;32145;7,42;4,22;15,5;4,17;2,23;1,21;2,15;3,5;4904,4;4,66
2675;Bajo;15940;3,06;0;19487;32,21;6,07;5,86;1,27;1,52;0,5;1,69;10,2;1567;0
4165;Bajo;21625;2,9;100;34165;5,8;7,24;7,15;2,28;2,83;6,4;3,38;10,5;2065,2;2,47
5655;Alto;24152;2,89;100;75221;2,1;3,11;5,56;1,34;6,39;1,94;3,46;6;4033,9;14,09
2355;Bajo;13883;3;0;25679;16,54;6,75;10,4;3,21;4,01;4,15;7,09;17,3;804,2;0
8437;Alto;49366;2,49;100;40041;3,29;2,26;7,39;1,07;0,66;0,91;2,26;13,7;3598,8;2,7
4812;Alto;14903;2,27;100;33098;4,42;4,24;8,08;0,67;0,19;0,98;1,93;2,7;5560,8;1,75
3083;Bajo;23079;2,49;0;20463;22,03;7,81;14,58;3,69;0,92;0,2;2,68;50,4;457,6;0,18
70425;Alto;496938;2,64;99,96;18477;31,63;12,41;15,11;13,04;1,67;1,36;5,51;187,2;2655,3;17,06
4765;Alto;34311;3,09;100;11576;44,08;17,87;15,97;13,81;0,1;0,24;8,62;26,3;1304,6;3,29
12085;Alto;60738;3,11;100;32605;16,42;6,15;8;2,78;29,2;22,32;9,33;7,9;7676,7;4,88
16513;Alto;91444;2,77;100;36991;8,05;5,43;12,74;3,62;10,28;7,97;5,45;12,9;7097,5;1,8
4262;Bajo;23101;2,56;100;26934;14,41;7,2;13,59;6,07;0,6;0,43;3,11;10,6;2176,1;0,39
5268;Alto;24825;2,67;100;43960;4,16;6,39;7,2;0,53;0,47;0,86;3,25;7,7;3208,9;7,37
7327;Alto;52315;2,79;98,41;37644;7,33;3,89;9,08;1,17;1,95;0,48;2,19;88,3;592,2;0,29
4538;Alto;19899;2,79;100;31250;9,58;7,4;13,93;3,72;0,59;0,73;4,13;6,2;3191;0,48
9169;Alto;54063;2,6;100;41586;4,13;5,56;9,07;1,47;1,01;0,29;3,59;17,6;3067,4;7,22
28175;Alto;196278;2,6;100;22446;22,43;9,13;13,52;7,64;0,95;0,55;3,85;122,3;1605,1;1,59
2328;Bajo;15216;3,43;100;46515;3,64;5,2;5,5;1,33;0,04;0,11;6,19;35,4;430,2;1,54
6479;Alto;42523;2,43;100;19187;20,44;8,36;12,82;4,43;0,91;0,73;2,95;36,8;1154,8;0,11
3541;Bajo;18230;2,42;0;25434;12,1;6,24;12,8;1,91;0,41;0,35;1,81;7,9;2307,7;0,49
9700;Alto;56177;2,62;100;32375;7,09;3,85;8,91;0,97;1,43;1,05;2,79;15,2;3705,5;2,01
6287;Alto;41042;2,65;100;39045;4,21;3,99;10,07;1,05;0,73;0,6;2,54;33,4;1230,1;0,3
1832;Bajo;12490;3;0;21633;23,22;10,18;14,35;8,19;3,23;2,17;6,51;18,3;683,3;0,22
2901;Bajo;17384;2,44;0;22186;15,11;6,59;12,32;2,83;1,23;1,65;2,69;16,1;1081,1;0,26
1875;Bajo;12235;2,94;0;36469;5,43;5,46;7,78;1,89;1,02;0,51;4,95;34,8;351,2;3,12
13586;Alto;98052;2,89;97,73;23216;21,17;5,87;12,24;9,55;1,91;0,69;3,02;121,4;808;4,77
8834;Alto;50323;2,76;100;31699;10,34;5,79;13,18;2,63;3,47;2,28;4,07;14,8;3393,8;0,95
3826;Bajo;16322;2,52;0;23220;15,71;12,21;13,34;3,54;0,23;0,59;2,69;5;3241,1;0
2673;Bajo;16543;2,1;100;23630;14,01;6,83;11,88;2,28;1,2;0,4;1,33;15,2;1089,5;0
9678;Alto;65585;2,72;100;43832;5,76;5,4;9,92;2,97;7,27;4,76;3,68;43,6;1502,8;2,4
2660;Bajo;16581;2,37;0;21011;18,55;6,12;15,12;6,78;1,35;1,4;2,33;12,4;1334,2;0,3
1591;Bajo;11511;2,75;50,33;43937;3,77;5,94;8,96;1,37;0,23;0,89;2,87;37;311,3;0,16
89664;Alto;632270;2,46;100;26630;17,26;5,91;13,93;7,23;2,03;0,9;2,94;196,1;3224,5;4,72
8067;Alto;51418;2,63;100;36945;8,83;7,13;10,52;3,86;1,53;1,47;3,02;34,5;1489,1;2,57
2281;Bajo;12135;3,73;100;27415;17,53;11,48;9,7;6,13;14,17;22,46;18,78;6,8;1793;6,23
2241;Bajo;11354;2,41;0;20472;13,45;9,29;10,56;1,42;0,18;0,47;2,14;8,8;1289,1;1,07
2705;Bajo;18167;2,48;0;23420;14,7;6,32;12,93;2,37;0,75;0,78;1,87;21,5;843,3;0,21
22598;Alto;142216;3,62;100;37174;12,52;6,71;10,79;4,93;13,77;18,11;16,48;25,3;5616,7;1,07
2587;Bajo;12142;2,55;0;25221;13,44;7,89;14,1;1,99;1,38;0,58;2,94;6,3;1918,9;0,21
3846;Bajo;21947;2,42;0;26086;11,3;4,77;14,24;3,9;1,19;0,33;2,07;9,7;2270,1;0,65
3847;Bajo;10448;2,21;100;32237;7,31;4,17;10,98;2,66;1,3;0,33;2,86;2,4;4434,6;2,4
6731;Alto;31896;2,51;100;54516;7,17;3,82;13,6;1,22;7,65;4,94;3,44;6,9;4630,7;2,7
229460;Alto;1630553;2,64;100;26261;20,74;8,18;15,07;6,91;10,33;8,38;6,3;559,3;2915,3;6,54
4250;Bajo;24174;2,74;100;43759;4,59;5,29;8,33;0,8;0,83;0,57;2,83;13,8;1756,9;1,57
3279;Bajo;18906;2,69;0;15938;37,31;11,24;13,72;13,82;0,26;0,41;6,24;9,6;1976,8;0,33
10528;Alto;54052;2,57;100;36043;8,46;4,81;11,01;2,99;2,57;1,67;4,22;8,4;6420,1;6,98
20503;Alto;95802;2,43;100;33140;10,7;5,15;9,51;5,54;12,38;4,21;2,06;6,7;14370,9;24,42
3210;Bajo;13989;2,48;0;20742;18,67;11,19;11,06;4,92;0,37;2,98;3,17;4,7;2980,2;0,83
4373;Alto;28158;2,76;90,4;32066;5,32;6,27;5,92;0,57;0,11;0,2;2,21;28,4;991;1,13
12962;Alto;75491;2,5;100;30121;12,8;7,84;10,84;5,99;5,59;7,68;2,84;13,8;5462,9;3
2612;Bajo;13950;3,33;100;25341;12,97;4,52;6,81;0,63;0,27;0,36;14,24;10;1392,8;0,5
3680;Bajo;21265;3,67;0;14350;44,66;8,54;4,1;2,64;6,67;1,16;2,11;7;3029;0,86
3650;Bajo;19749;2,56;100;49858;2,59;2,54;7,8;0,6;1,09;0,56;1,82;9,1;2158,8;0
1853;Bajo;10582;2,97;17,13;44717;3,11;1,98;6,39;0,43;0,99;0,49;4,01;27,9;379,5;0,49
107289;Alto;736014;2,66;100;24045;21,87;9,16;15,65;15,29;1,21;0,9;5,78;83,7;8791,5;22,19
6012;Alto;22869;2,3;100;39538;5,17;3,64;11,39;1,85;8,71;4,29;1,93;3,8;6069,3;18,7
2359;Bajo;12388;2,8;0;26873;10,81;3,9;8,89;1,62;0,3;0,2;2,93;6,5;1902,7;0,76
12387;Alto;77010;2,87;100;35554;7,83;5,37;10,62;3,12;7,3;6,98;6,45;22,7;3388,3;3,2
12340;Alto;84021;3,37;100;22068;32,75;10,26;9,11;3;10,7;18,51;13,02;33,6;2501,5;0,55
5591;Alto;33840;2,26;100;27785;13,01;6,69;15,74;2,66;2,27;1,08;1,84;16,7;2024,4;3,29
8509;Alto;53418;2,76;91,77;55752;3,61;4,16;6,86;0,46;1,8;0,7;2,69;31,1;1716,6;7,24
2312;Bajo;12623;3,19;100;60026;1,74;5,57;6,06;0,69;1,36;0,51;5,23;25,9;487,8;3,29
6926;Alto;26506;2,92;100;36297;6,68;5,04;12,51;3,79;10,14;3,95;5,25;4;6633,1;1,35
3955;Bajo;27334;2,73;0;26409;14,93;5,93;10,22;0,86;2,09;4,75;4,86;26,4;1037,3;0
8771;Alto;52422;3,13;100;67892;1,9;2,72;7,98;0,66;4,17;1,81;4,87;18,1;2889,9;0,41
10209;Alto;45061;2,44;100;39822;5,72;5,57;8,24;1,36;5,23;2,28;2,78;5,5;8173,9;9,85
7359;Alto;27341;2,29;100;20731;14,17;7,49;11,98;7,24;15,61;3,36;3,34;3,7;7341,8;4,92
4361;Alto;25399;2,72;0;22497;17,15;6,14;6,8;2,33;1,13;0,42;2,23;12,3;2065,6;1,47
7921;Alto;46561;2,92;100;49475;2,02;2,86;8,38;1,09;5,3;2,96;3,99;19,4;2406;3,51
3606;Bajo;24692;3,34;100;30007;8,96;2,85;6,72;1,17;1,31;0,52;6,45;32,4;761,2;0,27
7600;Alto;46951;2,49;100;25677;14,42;7,01;14,85;2,81;1,03;1,08;2,74;18,9;2479,5;1,22
7271;Alto;43426;2,39;100;26109;9,28;4,17;13,17;1,04;1,62;1,33;2,32;14,4;3021,6;0,64
4809;Alto;20075;2,61;100;27235;8,67;6,17;12,69;1,15;0,91;0,69;1,95;5,4;3714,8;0,18
1751;Bajo;10434;2,99;100;36512;3,86;4,37;9,28;0,07;0,12;0,08;3,26;12,4;839;0
3214;Bajo;14061;2,61;100;51814;5,18;3,87;8,82;1,59;5,17;1,31;2,93;6,1;2304,9;13,85
16691;Alto;90454;4,05;100;24971;27,5;14,33;13,12;12,5;15,28;16,67;23,55;10,5;8588,5;6,38
3597;Bajo;23087;2,52;0;24081;15,58;4,31;12,48;5,77;0,65;0,56;2,59;17;1361,6;1,19
4143;Bajo;26763;2,52;100;29652;7,44;4,76;14,22;3,3;0,63;0,91;2,1;20,8;1287,7;0,43
4185;Bajo;20586;2,62;100;41129;4,21;4,54;8,39;0,92;0,63;0,74;2,39;7,6;2721,6;0,66
3669;Bajo;20592;2,52;0;24712;17,05;5,75;15,16;8,47;1,6;1,22;2,42;10,7;1930,5;0,99
1272;Bajo;10005;2,56;0;18619;24,78;8,15;16,38;5,66;0,58;0,3;4,3;10,9;917,2;0,17
5305;Alto;34438;2,56;0;22634;18,04;6,44;9,82;3,44;1,18;0,65;2,24;23,8;1445;0,1
2116;Bajo;11194;2,36;0;17058;20,8;7,05;14,03;1,95;0,28;0,51;1,65;8,5;1319,4;0,13
3600;Bajo;17176;2,88;0;25556;8,4;5,35;8,52;0,88;3,31;1,08;3,53;7,8;2194,2;0,22
3157;Bajo;14583;3,06;100;51129;2,34;4,1;4,94;0,67;1,02;0,89;4,93;7,9;1851,6;3,04
14224;Alto;73557;2,82;100;44700;4,87;4,33;10,79;1,84;5,62;2,62;4,86;9,7;7558,3;1,23
3148;Bajo;10092;2,63;100;66844;1,33;2,86;5,69;0;0,51;0,37;2,29;2,8;3609,4;2,57
3009;Bajo;13030;2,52;0;25710;9,09;4,57;7,78;1,22;0,58;0,63;2,73;5,7;2278,3;1,52
4402;Alto;13874;2,58;100;44218;4,57;2,74;8,73;0,81;3,01;0,42;1,28;2,6;5419,5;1,96
4644;Alto;30326;2,53;100;21078;18,65;7,38;14,22;6,34;1,11;0,73;2,93;25,1;1209,9;2,16
9639;Alto;51881;2,51;100;20695;18,03;8,18;10,62;3,16;0,19;0,37;2,85;10,1;5131;1,87
3552;Bajo;23138;2,73;0;35140;7,84;4,02;12,7;1,27;0,75;0,92;3,81;26,2;884,5;0,21
2075;Bajo;11041;2,81;100;43929;2,7;4,34;10,29;1,14;0,48;0,41;2,83;7,5;1462,5;1,36
4464;Alto;18405;2,53;100;25716;11,85;8,95;14,83;5,34;0,4;0,52;3,43;4,4;4217,5;1,53
2793;Bajo;16113;2,9;0;33628;6,62;6,25;10,84;0,58;0;0,24;3,08;17,4;926;0
6604;Alto;39788;2,48;100;44747;3,04;2,42;9,36;0,49;0,8;0,67;1,67;24,7;1610,3;0,04
4318;Bajo;25787;2,83;93,97;51035;3,72;3,01;7,48;2,18;3,8;1,44;2,58;22,9;1124;5,43
4371;Alto;22539;2,84;100;52783;2,1;5,21;6,07;0,53;0,54;0,3;3,74;10,3;2191,9;4,79
2520;Bajo;11354;2,35;100;35989;6,99;4,35;12,11;1,68;2,76;1,67;2,3;6,7;1705;6,62
4245;Bajo;25594;2,85;84,31;45165;3,26;8,24;8,14;0,81;1,25;2,1;3,77;21,7;1182;1,17
2137;Bajo;11952;2,76;0;21946;17,24;4,7;8,53;5,49;1,61;1,39;3,05;7,7;1560,3;0,19
8806;Alto;43877;2,5;100;25363;13,92;9,35;11,19;4,61;2,67;3,29;2,58;8;5497,8;1,23
4269;Bajo;17460;2,79;100;45820;3,69;4,48;11,16;1,12;4,18;2,67;3,77;5,3;3274,6;5,53
5289;Alto;13279;2,3;100;39603;5,83;5,21;8,98;2,25;10,49;3,08;2,23;1,9;6974,3;8,67
3647;Bajo;22205;2,72;0;26037;14,9;8,64;10,6;2,06;1,77;1,71;4,58;20,1;1102,1;0,29
86464;Alto;610337;2,66;100;22674;22,96;8,71;15,52;11,62;0,65;0,59;4,98;265,3;2300,9;4,69
3385;Bajo;19460;2,95;90,82;35228;5,04;4,74;7,94;1,51;1,46;0,93;2,69;13,4;1447,3;1,14
1514;Bajo;12823;2,46;0;14316;29,11;10,5;13,01;1,19;0,79;0,41;2,09;18,6;689,6;0
5596;Alto;36676;2,59;0;18501;26,41;6,22;7,13;1,63;5,65;0,87;1,3;28,2;1299,5;0,24
8705;Alto;18219;1,99;100;54497;5,55;1,87;14,35;2,07;2,94;0,92;0,73;1,5;12277;1,05
2033;Bajo;12183;2,41;0;21581;18,5;6,23;14,04;6,82;0,41;0,34;2,65;8,2;1487,2;0
2959;Bajo;15624;2,77;100;36906;3,67;3,4;7,82;1,86;0,68;0,56;3,72;7,8;2002,1;0,17
2877;Bajo;15076;2,41;0;21579;17,44;9,82;15,27;1,1;0,92;0,6;2,51;11;1375;0
7531;Alto;50618;2,77;100;34205;7,87;4,62;9,19;1,85;1,25;1,79;4,35;63,7;794,8;0,57
3969;Bajo;21507;2,48;0;25021;10,19;5,06;13,56;2,13;0,1;0,3;2,94;11,7;1840,7;0,65
5456;Alto;35308;2,87;100;50916;2,3;3,59;6,77;0,79;1,2;0,93;3,32;25,5;1382,8;2,9
2040;Bajo;11873;2,54;0;42386;5,29;6,32;9,31;2,07;0,76;1,26;2,26;33,8;351,4;4,47
18842;Alto;122700;2,51;100;26339;19,56;8,43;15,33;6,94;1,31;1,03;3,8;34;3608,4;2,92
5623;Alto;30093;2,76;100;43244;4,88;6,41;7,48;1,41;3,78;2,22;4,53;10,4;2883,6;5,72
8416;Alto;58724;2,63;98,92;18548;28,12;12,78;13,95;3,93;2,85;3,38;5,76;80;734,1;1,07
1818;Bajo;12257;3;0;15531;36,18;16,51;11,2;16,95;0,97;0,7;5,65;15,8;777,7;0,13
7547;Alto;47923;2,63;100;52205;3,32;2,64;10,52;0,88;3,42;1,41;2,27;33,7;1420,2;1,99
1995;Bajo;13241;2,6;0;21144;19,15;10,91;10,34;1,66;0;0,79;3,26;27,3;484,7;0,65
3437;Bajo;19505;1,99;100;43148;6,19;2,99;9,37;0,89;1,71;1,08;0,9;11,4;1718,2;0,24
4605;Alto;11804;2,17;100;26710;12,63;4,21;17,92;3,18;6,73;4,29;2,15;2;5843,6;2,54
4533;Alto;26866;2,88;100;20594;29,91;7,11;14,95;14,15;13,52;13,15;7,47;12;2232,9;2,52
4431;Alto;27725;2,68;0;39087;7,18;4,84;12,53;1,55;3,1;1,22;4,01;21,5;1288,6;0,35
11939;Alto;74625;2,68;100;36716;6,62;4,19;13,38;1,77;1,86;1,77;2,98;27,8;2688,6;3,42
5136;Alto;32921;3,8;100;15605;44,47;16,97;7,6;3,07;10,56;22,83;19,91;16,4;2013,3;0,39
2780;Bajo;16370;2,53;0;19906;19,95;9,04;14,52;2,11;0,2;0,52;1,92;12,6;1303,3;0,43
1661;Bajo;11265;2,39;0;24091;11;4,67;9,14;1,39;0,05;0,06;1,91;14,9;755,9;0,25
3608;Bajo;13894;2,74;100;39735;6,68;5,73;9,8;1,57;1,06;1,23;2,76;4,6;3041,6;0,86
10330;Alto;61284;3,08;100;29492;16,82;7,78;11,62;3,62;11,61;13,98;10,02;17,8;3441,4;0,44
16109;Alto;112301;2,48;99,25;28242;9,52;5,46;13,12;1,48;0,39;0,51;2,38;81;1386,3;1,28
2380;Bajo;15085;2,49;0;25007;10,6;4,05;13,62;3,43;0,32;0,29;1,5;17,3;870,6;0,13
6192;Alto;39983;2,77;94,86;47335;3,66;4,07;7,89;0,96;0,69;0,37;3;29,5;1356,3;1,23
3679;Bajo;11656;2,59;0;28266;12,68;5,63;16,16;3,46;3,85;3,28;4,13;2,4;4832,5;0,75
4890;Alto;28082;2,44;0;25711;11,33;6,42;12,34;1,02;0,46;0,37;2,35;17;1649,9;0,34
2629;Bajo;13178;3,02;97,97;46573;1,88;4,38;7,42;2,43;1,05;0,8;4,28;6,9;1915,4;3,24
5305;Alto;35481;2,51;0;27597;9,67;4,81;11,96;2,08;0,39;0,36;2,08;27,6;1287,8;1,33
6393;Alto;37446;2,54;100;20830;24,71;11,02;17,02;6,57;0,37;0,39;4,18;11,4;3271;2,02
3959;Bajo;24453;2,49;93,33;27081;10,68;7,1;9,6;1,15;0,76;0,4;2,61;23,7;1033,9;0,91
13804;Alto;77671;2,81;100;38020;7,75;4,84;11,58;3,48;6,76;5,93;5,43;13;5983,9;2,26
1769;Bajo;10531;3,07;90,78;66084;1,67;4,2;5,85;0,93;1,31;0,35;3,56;15;700,5;5,25
3332;Bajo;13176;2,68;100;13778;35,13;18,28;18,29;17,16;0,09;0,28;6,1;3,3;4012,2;1,39
2451;Bajo;10592;2,31;0;32708;8,21;4,14;14,89;1,95;0,2;1,41;1,79;6,3;1679,1;0,29
16632;Alto;110330;2,74;100;56307;6,44;3,32;10,84;1,02;11,16;3,5;2,67;43,8;2516,4;0,61
2705;Bajo;17173;2,61;0;22617;16,04;7,63;11,17;3,04;1,15;1,09;1,66;14,1;1218,9;0,4
9879;Alto;41967;2,95;100;28377;15,19;10,91;11,72;8,26;12,62;19,9;8;5;8476,8;4,99
4775;Alto;23219;2,57;100;32285;5,96;4,46;9,7;1,66;0,81;0,39;2,88;7,7;3017,6;0,59
15457;Alto;100217;3,13;100;53967;3,56;4,11;10,93;1,82;4,84;2,55;6,35;34,2;2928,3;0,46
7083;Alto;36427;2,73;100;56011;1,54;2,42;7,6;0,42;2,65;0,74;2,35;8,3;4401,5;4,71
4680;Alto;21816;2,78;100;46654;2,49;2,24;7,76;0,42;0,93;0,3;2,75;6,5;3337,8;0,93
7149;Alto;48622;2,44;100;29987;9,74;7,56;11,11;2,96;0,81;0,81;2,32;42,2;1152,3;3,13
3206;Bajo;10639;2,91;100;33527;13,81;6,97;12,19;7,51;1,07;1,24;5,91;3;3565,8;2,79
6838;Alto;21044;2,96;100;41187;5,98;6,38;8,82;5,45;7,63;6,37;6,13;2,8;7547;8,35
3713;Bajo;17301;2,74;100;46353;3,65;4,44;8,25;1,26;0,61;0,45;2,63;6;2890,2;1,06
4601;Alto;13790;2,44;100;39433;3,43;4,71;6,77;1,15;3,96;3,33;2,37;2,7;5152,4;8,46
6884;Alto;34874;2,8;100;37840;6,06;6,22;7,75;1,62;10,91;8,1;4,37;9,5;3681,5;10
4094;Bajo;19757;2,57;100;66464;2,62;3,06;6,92;1;5,87;2,56;2,85;6,3;3150,4;15,49
3126;Bajo;19027;3,06;0;53514;2,24;4,22;6,46;0,99;2,81;0,73;3,17;24,2;787,7;0,09
8530;Alto;53797;2,9;97,68;41224;3,35;5,21;9,86;2,3;1,01;0,61;4,23;24,1;2234;6,4
8323;Alto;55002;2,66;100;22577;22,01;5,78;11,19;4,45;3,83;3,63;4,63;33,8;1625,5;0,91
1894;Bajo;10398;2,53;0;14822;33,2;9,79;13,56;2;0,6;0,89;2,46;6,1;1699;0
3866;Bajo;19378;2,89;100;78965;2,85;2,83;6,31;0,98;5,57;2,38;3,99;9;2157,9;0,22
5781;Alto;21652;2,73;100;57568;3,21;3,45;6,66;1,57;4,16;1,75;3,32;4;5423,3;17,63
4273;Bajo;26359;2,46;0;26405;10,74;4,86;10,78;1,21;0,23;0,56;2,64;18;1466;0,16
1975;Bajo;13035;2,72;73,23;42310;4,99;6,26;8,26;1,89;1,33;0,39;2,71;23,6;553,2;0,28
2583;Bajo;16312;2,77;0;20374;25,36;8,37;14,49;9,17;0,2;0,43;3,73;13;1250,2;0,63
6204;Alto;24720;2,56;100;53488;3,64;3,87;6,36;0,31;4,57;1,87;2,64;4,8;5125,2;13,26
4566;Alto;29038;2,7;84,62;40683;3,73;5,4;6,38;0,93;1,52;3,28;2,49;27,8;1046;1,04
27934;Alto;193187;2,46;100;26703;12,89;4,95;13,43;3,59;1,35;1,11;2,66;78;2477,6;3,64
5668;Alto;31300;2,47;100;27558;15,39;6,4;11,85;1,92;1,81;0,78;2,01;11,6;2702,3;0,21
12080;Alto;75728;2,36;100;40579;5,83;5,77;10,94;1,71;3,71;1,89;3,01;27,2;2786,6;0,74
2348;Bajo;14288;2,55;78,51;39864;4,56;4,71;8,73;1,42;0,76;0,58;1,89;15,1;946,4;1,39
9939;Alto;60110;2,51;100;49642;3,63;3,96;7,19;1,04;3,25;2,32;2,13;22,8;2639,6;4,26
4662;Alto;22207;2,61;100;40324;6,54;3,98;8,72;2,07;1,45;0,7;1,85;6,9;3228,3;4,44
2786;Bajo;13900;2,37;0;23819;10,73;5,82;14,13;1,69;0,46;0,82;2,25;7,9;1755,1;0
5157;Alto;23788;2,57;100;37093;3,85;4,76;9,9;0,9;0,71;0,42;2,32;6;3993,4;3,31
7671;Alto;50418;3,05;100;30795;12,49;9,21;11,55;2,47;2,16;2,14;7,32;50;1007,4;0,15
4689;Alto;26687;2,57;0;19642;21,03;4,79;9,06;3,06;2,33;0,78;1,97;11,5;2312,6;0,3
2695;Bajo;12967;2,38;0;21328;14,8;7,37;11,33;3,68;0,51;0,14;2,77;7,7;1690,2;0
3773;Bajo;12038;2,47;100;29647;6,04;4,9;12,39;1,5;0,6;0,18;2,48;3;3978,2;1,23
1712;Bajo;11739;2,82;0;37783;5,08;4,65;9,1;3,19;0,22;0,49;2,98;27,4;428,6;0,59
1669;Bajo;10795;2,63;100;28693;10,52;5,6;10,36;1,22;0;0,08;2,43;13;828,9;0,47
2286;Bajo;15238;2,38;0;21133;16,19;4,86;13,42;3,92;0,49;0,73;2,38;12,1;1256,4;0
10394;Alto;51266;2,83;100;39967;8,03;5,51;12,13;3,44;10,16;9,22;6,88;7,6;6759,8;1,75
2465;Bajo;15820;2,37;0;15795;22,93;8,39;12,03;1,43;0,8;0,28;1,93;13,2;1196,7;0,19
2199;Bajo;11997;3,07;100;63384;1,53;2,99;5,66;0,57;2,06;0,57;3,66;8,9;1345,8;4,71
5212;Alto;29563;3,08;0;22168;26,82;12,79;12,79;5,49;8,64;10,63;8,48;11,6;2538,9;0,31
21222;Alto;131591;2,62;100;35103;14,92;6,3;12,08;7,02;14,42;9,66;6,38;23,8;5524,4;5,5
5262;Alto;28334;2,49;0;17103;19,69;10,36;11,59;3,04;0,14;0,67;3,06;8,8;3206,2;2,25
2823;Bajo;17366;2,66;100;27552;17,16;6,07;10,75;5,6;0,62;0,36;3,1;10,9;1589,7;0
2405;Bajo;14369;2,47;83,06;32124;4,02;3,26;7,62;0,5;0,28;0,44;1,27;20,8;691,2;0,85
3571;Bajo;10687;2,53;100;14423;26,75;12,86;13,01;5,35;0,14;0,44;2,58;2,2;4859,5;2,1
1477;Bajo;10033;2,93;0;23839;11,41;3,75;12,25;2,46;0,26;0,3;2,02;11;912,4;0
2763;Bajo;16491;2,46;0;20380;20,32;7,43;13,23;6,28;1,27;1,46;3,26;10;1651,7;0,29
7502;Alto;43264;2,5;100;21003;19,83;7,63;16,34;6,25;0,16;0,36;3,93;13,7;3156,1;6,97
2654;Bajo;16270;2,86;0;20184;22,83;3,91;5,54;1,73;1,51;0,69;1,85;10,8;1509,8;0,15
2528;Bajo;15346;2,71;100;28315;8,3;5,44;13,27;0,89;0,06;0,23;2,6;18,9;810,2;0,24
7307;Alto;43929;2,74;100;29887;10,5;4,75;11,11;0,96;0,98;0,98;6,39;15;2923,1;16,97
41750;Alto;288091;2,67;100;30273;9,5;5,11;11,62;1,77;1,97;1,53;5,45;112,5;2560,8;0,9
2226;Bajo;14133;2,62;78,65;44044;3,45;4,41;9,05;0,99;3,57;1,52;2,32;21,3;664,7;0,76
1744;Bajo;12747;2,82;67,59;32083;13,7;8,32;10,82;3,05;0,31;1;4,21;35,9;355,3;0,48
2503;Bajo;11631;2,93;100;47513;3,61;5,09;8,85;1,14;1,04;0,81;3,41;6,7;1734,9;0,76
2878;Bajo;18100;2,35;100;19686;16,72;6,82;12,98;1,27;0,76;0,23;2,58;17;1063;0,29
41481;Alto;280039;2,82;99,98;43088;5,85;4,43;10,99;2,52;13,24;6,15;6,55;61,9;4522,6;11,51
2363;Bajo;10325;2,55;100;43253;5,57;5,92;9,12;1,22;1,91;1,29;2,81;5,4;1902,6;1,47
3104;Bajo;18601;2,62;0;19030;29,1;8,66;13,48;7,69;0,41;0,45;3,57;12,5;1493,3;0
5108;Alto;22987;2,57;100;41489;3,96;3,7;7,73;1;1,14;0,36;2,67;6,1;3761;2,07
19826;Alto;133793;2,69;100;30144;10,82;5,87;12,25;4,51;1,02;0,65;2,79;53,7;2492,2;2,38
2645;Bajo;14789;2,37;0;28381;7,49;4;9,84;1,07;0,61;0,58;1,46;9,3;1593;0,25
7625;Alto;49188;2,71;100;18546;28,78;11,25;14,05;9,08;0,39;0,46;5,42;25,6;1919,6;2,96
11459;Alto;70811;2,85;100;32659;11,92;8,88;12,96;3,36;0,82;0,69;4,07;24,5;2894,5;0,69
3213;Bajo;10753;2,53;100;20036;16,7;9,34;12,41;1,72;0;0,32;1,88;3;3623;0,11
31514;Alto;226338;2,74;97,97;43946;7,07;6,46;14,62;3,32;2,63;1,37;3,69;1758,8;128,7;2,42
22689;Alto;155037;2,45;100;31767;10,55;5,24;14,89;2,38;8,28;4,9;3,3;70,1;2213;1,5
3688;Bajo;25001;2,58;0;30938;8,87;5,46;9,93;1,63;0,69;0,05;2,22;29,4;848,9;1,64
2127;Bajo;12563;3,14;16,52;63782;2,24;3,83;5,17;0,15;0,41;0,22;3,7;34;369,3;0,39
5294;Alto;37708;2,5;0;19507;22,47;6,21;14,42;4,29;0,4;0,47;3,02;35,7;1055,8;0,07
4336;Bajo;23916;2,75;0;34337;4,37;3,43;8,48;1,42;0,14;0,35;3,29;10,4;2302;0,28
13949;Alto;94440;2,6;100;23430;21,89;8,73;11,66;6,33;1,61;1,47;3,53;42,4;2226,3;2,16
3069;Bajo;15698;2,39;0;22405;12,51;8,37;12,04;1,08;0,12;0,18;1,83;7,1;2223,9;0,29
3912;Bajo;25265;2,7;86,67;34670;7,4;3,68;11,29;1,96;0,31;0,34;2,5;38,2;661,4;1,69
3455;Bajo;22631;2,6;100;19016;25,16;7,17;14,34;7,02;0,5;0,81;3,51;17,2;1315,1;0,11
3200;Bajo;12053;2,9;100;55464;3;3,13;6,12;0,08;2,7;1,99;2,86;4,4;2756,1;6,25
5887;Alto;32893;3,07;100;69019;1,11;2,28;5,55;0,41;1,51;0,47;2,91;15,9;2067,7;0,29
5713;Alto;34378;2,45;100;21881;19,64;7,83;15,18;3,98;1,07;0,89;3,05;16;2144,9;0,05
6814;Alto;37986;2,41;100;20309;24,97;9,63;17,11;19,29;4,65;5,64;4,86;11,8;3230,5;25,65
9104;Alto;50689;2,77;100;38433;6,85;4,48;14;3,11;13,62;7,29;5,17;11,7;4333,9;2,3
5098;Alto;22282;3,1;0;26701;12,58;7,84;11,51;2,8;3,59;4,31;6,59;5,3;4169,5;0,39
